node_id,posx,posy
0,0.37435952040944404,0.9272836402518978
1,0.21416274796188833,-0.9767979921075866
2,-0.922728211898639,-0.38545122514572494
3,-0.9317057457649598,0.3632139910693972
4,-0.26074889941467017,-0.9654066560025564
5,0.9913139401830674,0.13151681260858591
6,0.8579211906908214,-0.5137813061640559
7,0.9999281110792807,-0.011990524318043021
8,0.26074889941467083,-0.9654066560025562
9,0.9480485128328866,0.3181257885103817
10,-0.5642632403987532,-0.8255949342956864
11,0.3294705175385999,0.9441658636451792
12,0.869994628191478,0.4930611999721455
13,-0.19067821027598103,0.9816525964545445
14,0.4614531437427178,0.8871645823239128
15,0.7442136644624013,-0.6679416304045169
16,-0.9480485128328866,0.3181257885103814
17,-0.9554043474612427,-0.29530074983338095
18,0.09577944337240492,0.9954025809828264
19,0.30673532004298565,-0.9517948536518398
20,0.6031973613821136,-0.7975919653692958
21,-0.48259406258873383,-0.8758441475251754
22,0.9132200256248537,0.40746678980960094
23,0.6407441091045702,-0.767754509363371
24,0.67681712484316,-0.7361511933828799
25,0.9401474643276371,-0.3407678760069887
26,-0.8047672799739626,-0.593590452318187
27,-0.5838981981003276,0.8118268868762543
28,-0.1196209841002909,-0.9928196312336285
29,0.6942749176964478,0.719709898957622
30,-0.9941825768206729,-0.10770795674511124
31,-0.41838748438683127,0.9082686347708254
32,0.5838981981003274,0.8118268868762545
33,0.1196209841002907,-0.9928196312336285
34,-0.9964794683105238,0.08383715903807647
35,0.8323013952726875,-0.554323359986874
36,0.6589701007600474,0.7521691341076773
37,-0.9684637699793355,-0.24915442247211414
38,-0.28382372191939,0.9588764752958666
39,-0.9982032937316998,-0.05991814736109453
40,0.1433937319134508,0.989665720153999
41,0.8815677398779048,-0.47205753887271273
42,0.28382372191938954,0.9588764752958668
43,-0.2375241226445087,0.971381640325756
44,0.5240312958804131,-0.8516990084166441
45,-0.9913139401830675,0.13151681260858522
46,-0.023979324664381876,-0.9997124546531568
47,-0.6942749176964478,0.7197098989576222
48,-0.8323013952726872,-0.5543233599868745
49,-0.9031866550130435,-0.4292480241146714
50,-0.35201623960573375,-0.9359938926370399
51,0.9622107379406666,0.272305886443312
52,0.7600164584984543,0.6499038258169182
53,-0.8699946281914785,0.49306119997214454
54,0.5034574460805274,0.8640200229080763
55,-0.9622107379406666,0.27230588644331194
56,-0.9993530617282437,0.035964677315181555
57,-0.9999281110792807,-0.011990524318043044
58,-0.7753821741421768,-0.6314922675873007
59,0.9227282118986393,-0.38545122514572433
60,-0.979295694791629,-0.20243503195489768
61,0.1670840153258546,-0.9859426615288486
62,0.04794485904230815,0.9988499839772803
63,0.4400468474881629,-0.8979748170275876
64,-0.9878752081239411,-0.15525003437706544
65,-0.46145314374271756,0.8871645823239129
66,0.9031866550130434,-0.42924802411467156
67,0.19067821027598067,0.9816525964545445
68,0.7279828800738016,0.6855953079765446
69,0.9684637699793357,-0.24915442247211325
70,0.2375241226445087,0.971381640325756
71,0.5642632403987534,-0.8255949342956863
72,-0.5034574460805284,0.8640200229080758
73,-0.9132200256248538,0.4074667898096007
74,0.0,1.0
75,0.9982032937316998,-0.05991814736109406
76,0.9741598475167172,0.22585967211126068
77,0.48259406258873405,-0.8758441475251753
78,-0.4400468474881627,-0.8979748170275877
79,0.994182576820673,-0.10770795674511101
80,0.8926338701612736,0.45078240187579044
81,-0.39648751053687387,-0.9180401156748393
82,0.9964794683105238,0.0838371590380765
83,-0.8453543706974818,0.5342059415082021
84,0.3964875105368741,-0.9180401156748392
85,-0.7903019747134997,0.612717544031459
86,-0.7600164584984545,0.6499038258169182
87,0.9993530617282437,0.03596467731518114
88,-0.8187697710611296,0.5741219922599251
89,0.6221496314749126,0.7828983561456943
90,-0.9401474643276371,-0.3407678760069887
91,0.7903019747134994,0.6127175440314594
92,0.9838683582260992,0.1788939732955811
93,0.7113334395057085,-0.7028547060673198
94,-0.8926338701612738,0.45078240187578983
95,-0.711333439505708,-0.7028547060673203
96,0.07188282077798916,-0.9974130839712297
97,-0.04794485904230888,0.9988499839772803
98,-0.6031973613821137,-0.7975919653692957
99,-0.16708401532585435,-0.9859426615288486
100,-0.6407441091045701,-0.7677545093633712
101,0.8187697710611295,0.5741219922599252
102,-0.32947051753859996,0.9441658636451792
103,-0.3067353200429854,-0.9517948536518399
104,-0.5240312958804129,-0.8516990084166443
105,0.9317057457649598,0.36321399106939706
106,0.9792956947916291,-0.20243503195489745
107,-0.6768171248431599,-0.73615119338288
108,-0.6589701007600478,0.7521691341076769
109,0.8047672799739627,-0.5935904523181867
110,-0.5443037801588375,0.8388881897516497
111,0.9554043474612428,-0.2953007498333805
112,-0.9838683582260992,0.17889397329558107
113,0.023979324664382122,-0.9997124546531568
114,0.352016239605734,-0.9359938926370398
115,0.544303780158837,0.83888818975165
116,-0.09577944337240524,0.9954025809828264
117,-0.8815677398779045,-0.47205753887271334
118,-0.21416274796188808,-0.9767979921075866
119,-0.8579211906908213,-0.513781306164056
120,0.9878752081239411,-0.15525003437706564
121,-0.7279828800738019,0.6855953079765442
122,0.845354370697482,0.5342059415082017
123,-0.7442136644624014,-0.6679416304045168
124,0.41838748438683115,0.9082686347708254
125,-0.9741598475167174,0.22585967211126023
126,-0.14339373191345073,0.989665720153999
127,-0.37435952040944454,0.9272836402518976
128,-0.07188282077798892,-0.9974130839712299
129,-0.6221496314749126,0.7828983561456944
130,0.7753821741421767,-0.6314922675873008
